ZCTA,land_sqmi,water_sqmi,lat,lon,population,density_sqmi
16022,0.752,0.0,41.054553,-79.733232,296,393.6170212765957
16023,26.126,0.0,40.784971,-79.749208,4130,158.08007349000994
16025,54.664,0.124,40.939979,-79.771307,4880,89.27264744621688
16028,15.499,0.299,40.951294,-79.635593,2053,132.46015871991742
16029,0.776,0.0,40.87994,-79.845998,902,1162.3711340206185
16033,30.744,0.018,40.796445,-80.048964,7934,258.06661462399165
16034,18.786,0.003,40.857866,-79.714977,1781,94.80464175449802
16037,34.449,0.16,40.842611,-80.133751,4840,140.49754709860954
16038,45.902,0.006,41.164486,-79.953346,3213,69.99695002396409
16040,19.289,0.003,41.093869,-79.841337,1013,52.51697858883301
16041,29.041,0.0,41.006953,-79.713925,1865,64.21955166833098
16045,0.605,0.0,40.852766,-79.916305,1109,1833.0578512396694
16046,22.823,0.004,40.702612,-80.023973,19577,857.775051483153
16049,90.788,2.67,41.094067,-79.671823,2897,31.909503458606867
16050,20.775,0.007,41.044024,-79.761496,978,47.07581227436823
16051,39.825,3.063,40.942678,-80.138832,3118,78.29252981795354
16052,18.043,0.722,40.899349,-80.061607,2246,124.48040791442665
16053,21.408,0.0,40.811954,-79.982575,3284,153.40059790732437
16055,38.511,0.094,40.716859,-79.749717,8856,229.96027109137648
16056,21.029,0.013,40.728403,-79.841812,4429,210.61391411859813
16057,88.669,0.65,41.034074,-80.0603,15264,172.14584578601315
16059,26.176,0.073,40.707082,-79.927088,9770,373.24266503667485
16061,42.735,0.299,41.005133,-79.884697,2578,60.325260325260324
16063,16.96,0.058,40.756232,-80.131076,8188,482.7830188679245
16066,22.365,0.011,40.709967,-80.105642,33543,1499.7987927565393
16101,69.229,0.512,40.983987,-80.29024,30960,447.2114287365122
16102,24.344,0.369,40.962242,-80.415441,4933,202.63720013144922
16105,25.576,0.258,41.05404,-80.339414,15195,594.1116671879887
16110,7.865,0.024,41.494656,-80.387377,380,48.315321042593766
16111,26.179,0.018,41.518516,-80.283532,1168,44.61591351846901
16112,7.006,0.315,40.960467,-80.498397,1431,204.25349700256922
16113,0.532,0.0,41.280826,-80.424148,351,659.7744360902255
16114,11.261,0.0,41.404303,-80.187679,575,51.06118461948318
16115,39.704,0.122,40.796494,-80.463523,3451,86.9181946403385
16116,25.372,0.586,41.044195,-80.449588,2783,109.68784486835882
16117,36.391,0.617,40.871835,-80.256207,16013,440.02638014893796
16120,33.403,0.181,40.885261,-80.479165,2185,65.41328623177559
16121,2.276,0.009,41.211094,-80.497338,4290,1884.8857644991215
16123,21.919,0.242,40.821932,-80.196513,2601,118.66417263561294
16124,27.071,0.0,41.333371,-80.264847,1656,61.17247238742566
16125,105.173,0.076,41.406506,-80.369729,17088,162.47515997451816
16127,73.212,0.472,41.173009,-80.072998,15295,208.91383926132326
16130,30.73,0.517,41.444638,-80.222959,1876,61.04783599088838
16131,23.486,0.173,41.548571,-80.376918,784,33.3815890317636
16132,2.199,0.298,41.009664,-80.5033,370,168.25829922692134
16133,27.396,0.282,41.267778,-80.114451,1528,55.77456563001898
16134,47.452,5.558,41.526836,-80.490189,4080,85.98162353536205
16136,0.737,0.035,40.834932,-80.323771,797,1081.4111261872456
16137,108.53,0.583,41.231515,-80.239942,12327,113.58149820326177
16141,21.362,0.087,40.880265,-80.399156,1901,88.98979496301845
16142,43.754,0.191,41.135233,-80.332802,5433,124.17150431960508
16143,24.516,0.074,41.105081,-80.454418,1995,81.37542829172786
16145,46.901,2.181,41.380199,-80.078624,2674,57.013709729003644
16146,3.985,0.0,41.234788,-80.499379,13033,3270.5144291091597
16148,31.523,0.073,41.228478,-80.417623,16563,525.4258795165434
16150,23.174,3.169,41.281804,-80.449145,7053,304.34970225252437
16153,43.026,0.175,41.32224,-80.086586,2303,53.525775112722535
16154,27.017,2.148,41.3259,-80.420111,2351,87.01928415442129
16156,51.264,0.47,41.097996,-80.227214,3385,66.03074282147315
16157,25.023,0.493,40.888212,-80.333383,2759,110.25856212284698
16159,28.072,0.082,41.153413,-80.475263,4664,166.14420062695925
16160,1.174,0.0,40.928358,-80.362385,949,808.3475298126065
16161,0.313,0.0,41.202311,-80.492827,703,2246.006389776358
16201,112.227,1.312,40.812096,-79.4725,16734,149.1085033013446
16210,22.369,0.918,40.901015,-79.516619,569,25.436988689704503
16212,0.438,0.131,40.752466,-79.577167,248,566.2100456621005
16214,47.942,1.124,41.198441,-79.354159,8655,180.53064119143966
16218,27.127,0.395,40.92612,-79.592645,1138,41.95082390238508
16222,61.054,0.602,40.873698,-79.256993,3139,51.41350280079929
16226,58.556,1.686,40.714719,-79.487423,7994,136.51888790217913
16228,0.076,0.0,40.760813,-79.535765,386,5078.9473684210525
16229,26.845,1.265,40.711759,-79.656252,4900,182.52933507170795
16232,59.456,0.402,41.213584,-79.551244,4091,68.80718514531755
16233,36.31,0.296,41.367965,-79.285336,1148,31.61663453594051
16238,0.101,0.0,40.787653,-79.520411,446,4415.841584158416
16239,189.506,0.17,41.496972,-79.137779,3988,21.044188574504236
16240,53.569,0.415,41.036013,-79.225,1436,26.80654856353488
16242,93.552,1.068,40.98542,-79.372346,4328,46.26304087566273
16248,56.638,1.541,41.034876,-79.504761,3177,56.0930823828525
16249,25.927,0.7,40.759381,-79.326416,1757,67.76719250202491
16254,47.172,0.517,41.255013,-79.450807,3468,73.51818875604172
16256,38.488,0.45,40.855267,-79.134458,1925,50.01558927457909
16259,45.042,1.365,40.925711,-79.451859,2111,46.86736823409262
16262,33.841,0.0,40.837675,-79.652691,2811,83.06492124937206
16301,94.727,2.27,41.453285,-79.622427,15067,159.05707981884785
16311,14.585,0.131,41.462171,-80.042364,397,27.21974631470689
16313,114.638,0.109,41.714594,-79.145177,1705,14.872904272579772
16314,92.026,0.466,41.520675,-80.07707,5439,59.10286223458588
16316,45.529,1.582,41.595311,-80.284483,4688,102.96733949790243
16317,30.393,0.0,41.532335,-79.85262,1335,43.92458789852927
16319,36.15,0.017,41.324204,-79.623458,1050,29.04564315352697
16323,99.971,2.096,41.417265,-79.830556,14694,146.98262496123874
16327,60.015,0.338,41.637082,-79.959566,2544,42.38940264933767
16329,4.48,0.72,41.852731,-79.26496,456,101.78571428571428
16335,114.511,1.063,41.630635,-80.153636,27112,236.76328038354396
16340,93.497,0.0,41.798615,-79.417505,1849,19.776035594724963
16341,74.294,0.0,41.562876,-79.547033,1790,24.093466497967537
16342,66.267,0.739,41.314848,-79.928008,2185,32.97267116362594
16343,4.754,0.72,41.425982,-79.752686,616,129.57509465713085
16344,0.836,0.0,41.470477,-79.683991,470,562.2009569377991
16345,94.103,2.969,41.944404,-79.082916,3602,38.27720689032231
16346,15.57,0.0,41.378475,-79.672744,3246,208.47784200385357
16347,103.642,0.169,41.660063,-79.070267,1538,14.839543814283784
16350,50.032,0.034,41.956923,-79.334404,2486,49.68819955228654
16351,92.886,2.017,41.675353,-79.370344,1552,16.70865361841397
16353,149.14,2.065,41.492112,-79.389517,2459,16.487863752179162
16354,124.032,0.0,41.614736,-79.706434,10120,81.59184726522189
16360,30.455,0.102,41.679673,-79.890349,1328,43.60531932359219
16362,28.03,0.324,41.450497,-79.965179,1018,36.3182304673564
16364,33.953,0.01,41.351416,-79.527305,1278,37.6402674285041
16365,139.275,3.127,41.840178,-79.157366,17303,124.23622329922814
16371,31.599,0.0,41.867526,-79.318692,3165,100.16139751257951
16372,0.986,0.003,41.201025,-79.874512,510,517.2413793103449
16373,80.834,0.63,41.208469,-79.698409,3217,39.797609916619244
16374,66.078,2.158,41.263498,-79.815085,1643,24.8645540119253
16401,55.573,0.334,41.878476,-80.40516,3842,69.13429183236464
16402,25.561,0.035,41.961016,-79.469793,570,22.299597042369236
16403,90.658,0.375,41.792998,-80.014121,6979,76.98162324339826
16404,87.756,0.062,41.725553,-79.789045,3396,38.698208669492686
16405,18.842,0.0,41.937995,-79.533511,557,29.561617662668507
16406,78.361,0.047,41.750993,-80.363549,3412,43.542068120621224
16407,113.288,0.343,41.915795,-79.68467,10555,93.16962078949227
16410,22.733,0.072,41.922751,-80.308509,1987,87.40597369462895
16411,15.314,1.975,41.978036,-80.447108,1287,84.04074702886248
16412,80.726,0.641,41.882087,-80.159697,9726,120.48162921487501
16415,23.339,0.958,42.037572,-80.230286,10251,439.22190325206736
16417,47.991,0.451,41.969286,-80.310636,8400,175.03281865349754
16421,10.548,0.015,42.169579,-79.939918,2251,213.4053849070914
16423,9.156,1.14,42.021099,-80.340132,3880,423.7658366098733
16424,70.56,14.247,41.661717,-80.448219,4328,61.337868480725625
16426,28.748,0.127,41.984082,-80.125891,3324,115.62543481285654
16428,73.554,3.793,42.171464,-79.831488,12508,170.0519346330587
16430,2.43,0.025,42.001124,-80.41894,118,48.559670781893004
16433,56.482,0.632,41.737079,-80.140914,4935,87.37296837930668
16434,62.812,0.104,41.79672,-79.668697,3008,47.88893841941031
16435,53.054,0.001,41.822381,-80.382821,1678,31.62815244844875
16436,48.715,0.031,41.862447,-79.506491,824,16.914707995483937
16438,102.43,0.762,41.89124,-79.847468,7489,73.11334569950209
16440,10.443,0.016,41.782549,-80.126018,741,70.95662166044241
16441,110.155,0.888,41.95849,-79.983551,9485,86.10594162770641
16442,50.369,0.315,42.048573,-79.825747,3091,61.367110722865256
16443,12.705,0.154,41.940114,-80.47184,1170,92.08972845336481
16502,2.479,0.0,42.110735,-80.101294,15815,6379.588543767648
16503,2.435,0.0,42.127155,-80.061023,15204,6243.94250513347
16504,2.758,0.0,42.109409,-80.048842,15632,5667.8752719361855
16505,11.649,9.114,42.11914,-80.127883,15631,1341.8319169027386
16506,13.58,0.084,42.063038,-80.156034,24190,1781.2960235640649
16507,2.089,0.846,42.139495,-80.084963,8653,4142.173288654859
16508,2.804,0.008,42.097774,-80.091462,15156,5405.135520684737
16509,38.204,0.029,42.060488,-80.045846,28133,736.388859805256
16510,32.97,0.02,42.108991,-79.954821,25152,762.8753412192902
16511,7.388,5.011,42.167495,-80.005796,11709,1584.8673524634544
16601,84.84,0.426,40.552519,-78.372994,33426,393.988684582744
16602,14.682,0.023,40.484994,-78.397114,27014,1839.9400626617626
16611,45.201,0.358,40.571045,-78.091199,2694,59.60045131744873
16613,31.314,0.0,40.53722,-78.532138,1574,50.26505716293032
16617,1.48,0.01,40.603389,-78.329834,2505,1692.5675675675675
16621,15.772,0.0,40.258409,-78.108868,607,38.48592442302815
16623,11.148,0.0,40.27623,-78.045563,458,41.083602439899536
16625,32.037,0.004,40.282385,-78.519082,3551,110.84059056715672
16627,32.317,0.23,40.752924,-78.504133,2026,62.69146269765139
16630,5.735,0.017,40.462586,-78.580523,4771,831.9093286835222
16634,3.287,0.0,40.210519,-78.173071,296,90.05171889260724
16635,56.734,0.073,40.407743,-78.477386,12115,213.54038142912538
16637,19.637,0.0,40.342168,-78.470803,2236,113.86668024647349
16639,47.413,0.048,40.681716,-78.463519,1391,29.33794528926666
16640,13.901,0.104,40.708001,-78.572338,942,67.76490899935257
16641,12.935,0.0,40.50784,-78.571435,2444,188.94472361809045
16646,18.122,0.0,40.689616,-78.726826,2124,117.20560644520472
16647,25.495,5.948,40.380477,-78.113284,836,32.790743282996665
16648,60.046,0.468,40.441691,-78.33231,14722,245.1786963328115
16650,46.643,0.396,40.112053,-78.291955,1797,38.52668138841841
16651,39.569,0.235,40.851464,-78.380424,5777,145.9981298491243
16652,173.689,4.018,40.516022,-77.950096,15858,91.30111866612164
16655,32.11,0.023,40.227952,-78.502963,1328,41.35783245094986
16656,27.224,0.118,40.807227,-78.555986,1206,44.299147810755215
16657,49.603,2.599,40.338382,-78.160584,1262,25.442009555873636
16659,1.64,0.009,40.160029,-78.388322,193,117.6829268292683
16661,22.731,0.283,40.831158,-78.461249,922,40.56134793893801
16662,53.848,0.011,40.295119,-78.297418,5866,108.9362650423414
16664,40.139,0.026,40.177862,-78.420196,2205,54.93410398863947
16666,23.442,0.114,40.867714,-78.313969,2774,118.33461308762051
16667,18.045,0.064,40.182751,-78.52519,1276,70.71210861734552
16668,53.064,2.384,40.653296,-78.622334,3620,68.21950851801599
16669,104.773,0.141,40.655953,-77.906687,2104,20.081509549215923
16671,2.441,0.007,40.787627,-78.39824,417,170.83162638263008
16673,34.384,0.005,40.30519,-78.388999,5066,147.33597021870636
16674,15.61,0.0,40.186476,-78.079259,572,36.64317745035234
16677,3.019,0.0,40.815095,-78.245636,294,97.3832394832726
16678,48.442,1.307,40.225832,-78.2325,2461,50.803022170843484
16679,22.681,0.006,40.155253,-78.194384,646,28.48198933027644
16680,7.362,0.022,40.743336,-78.377926,348,47.26976365118174
16683,19.541,0.08,40.663867,-78.065558,346,17.70636098459649
16685,11.13,0.0,40.280149,-78.080636,330,29.649595687331534
16686,146.933,0.209,40.670411,-78.240506,13000,88.47569980875637
16689,17.412,0.0,40.075057,-78.084313,331,19.009878244888583
16691,28.745,0.0,40.07745,-78.147309,297,10.332231692468255
16692,19.757,0.092,40.750874,-78.710529,912,46.160854380725816
16693,77.152,0.065,40.465298,-78.224595,4015,52.0401285773538
16695,13.756,0.023,40.204653,-78.336929,959,69.71503343995347
16701,219.989,8.591,41.918671,-78.750365,16584,75.38558746119124
16720,269.274,0.215,41.603181,-78.009756,1196,4.441572524640329
16731,59.031,0.48,41.951415,-78.360053,2397,40.60578340194135
16735,263.164,0.21,41.628758,-78.806743,6465,24.566430058822636
16743,101.29,0.463,41.767638,-78.232953,3960,39.095665909764044
16748,108.906,0.2,41.942013,-78.144807,2687,24.6726534809836
16749,185.654,0.63,41.759754,-78.420964,3691,19.88106908550314
16801,31.001,0.0,40.78521,-77.842297,42153,1359.7303312796362
16803,22.977,0.0,40.808517,-77.894436,23660,1029.7253775514646
16820,16.087,0.0,40.919984,-77.386928,1657,103.00242431777211
16822,100.606,0.266,41.137258,-77.707713,1898,18.865674015466276
16823,124.466,0.042,40.931203,-77.759053,29168,234.3451223627336
16826,1.752,0.0,41.062067,-77.586019,457,260.8447488584475
16827,18.197,0.006,40.76784,-77.772638,5197,285.5965269000385
16828,55.75,0.111,40.804311,-77.695937,4774,85.6322869955157
16829,47.017,0.003,41.084949,-77.887495,719,15.292341068124294
16830,131.998,1.461,41.090593,-78.438945,13698,103.77429961060017
16832,21.328,0.133,40.842769,-77.425941,279,13.08139534883721
16833,69.621,1.256,40.943955,-78.572434,5280,75.83918645236352
16836,123.641,0.861,41.145458,-78.26483,1106,8.945252788314555
16838,37.517,0.139,41.005833,-78.651496,1820,48.51134152517525
16839,1.111,0.001,41.003239,-78.106435,437,393.33933393339333
16840,0.345,0.0,40.924257,-78.20308,247,715.9420289855072
16841,121.291,2.97,41.035527,-77.690859,6346,52.32045246555804
16844,61.953,0.0,40.912809,-77.93263,2521,40.692137588171676
16845,99.757,1.01,41.113099,-77.927734,955,9.573263029160861
16851,1.855,0.0,40.812401,-77.80154,993,535.3099730458221
16852,3.851,0.0,40.936383,-77.538555,180,46.74110620618021
16853,0.206,0.0,40.940357,-77.786143,316,1533.980582524272
16854,2.569,0.0,40.896976,-77.472324,781,304.0093421564811
16858,54.242,0.35,41.003352,-78.209655,3953,72.87710630139007
16859,30.097,0.092,41.046594,-78.041808,498,16.54649965112802
16860,5.102,0.014,40.937991,-78.179764,393,77.02861622892982
16863,24.93,0.402,40.907843,-78.474635,566,22.70356999598877
16865,23.027,0.008,40.724005,-77.955973,1657,71.95900464671907
16866,157.112,0.434,40.867022,-78.165573,8924,56.80024441162992
16868,1.517,0.0,40.727271,-77.89064,1174,773.8958470665788
16870,71.968,0.018,40.801279,-78.049352,7386,102.62894619831036
16872,58.332,0.0,40.967214,-77.359431,1446,24.789138037440857
16874,33.955,0.017,40.985042,-77.951515,1209,35.60594905021352
16875,82.127,0.028,40.840418,-77.587993,3692,44.95476518075664
16877,28.443,0.0,40.733197,-78.067952,1505,52.912843230320284
16878,28.741,0.046,40.940342,-78.351798,1784,62.07160502418149
16881,28.476,0.24,41.02678,-78.320437,2349,82.4905183312263
16882,30.749,0.0,40.907077,-77.338465,460,14.959836092230642
16901,230.437,0.574,41.734791,-77.315756,10416,45.201074480226694
16912,22.228,0.029,41.666056,-77.067212,2524,113.55047687601223
16914,77.401,0.323,41.854233,-76.783676,2415,31.201147271999073
16915,244.332,0.025,41.774893,-77.96139,5911,24.19249218276771
16917,51.97,0.04,41.722079,-77.056714,1195,22.994035020203963
16920,9.506,0.01,41.973761,-77.283566,1749,183.9890595413423
16921,84.666,0.013,41.723136,-77.522427,602,7.110292207025252
16922,148.953,0.091,41.680658,-77.7107,1610,10.808778608017294
16925,76.828,0.283,41.948567,-76.78381,3378,43.96834487426459
16926,26.03,0.066,41.715735,-76.700292,879,33.76872839031886
16928,36.721,0.0,41.952024,-77.433603,1571,42.78205931211024
16929,42.652,0.003,41.963406,-77.134908,2569,60.23164212698115
16930,63.251,0.114,41.583782,-77.138826,1202,19.003652116172077
16932,19.826,0.022,41.779128,-76.939472,674,33.99576313931201
16933,102.598,0.192,41.819424,-77.062502,6550,63.84140041716213
16935,49.574,0.008,41.869179,-77.333696,1175,23.701940533344093
16936,47.608,0.057,41.951125,-76.967113,2072,43.52209712653336
16938,106.297,0.184,41.591145,-77.370357,786,7.3943761347921395
16942,21.372,0.0,41.965466,-77.354219,847,39.63129328092832
16943,35.984,0.017,41.848117,-77.616217,363,10.087816807469986
16946,65.882,1.769,41.915816,-77.142243,2525,38.326098175525935
16947,112.478,0.553,41.759502,-76.804051,4653,41.368089759775245
16948,99.195,0.02,41.854715,-77.759215,1683,16.966580976863753
16950,116.122,0.226,41.895764,-77.543654,3256,28.03947572380772
17002,14.759,0.001,40.46087,-77.869294,505,34.216410325902835
17003,42.686,0.019,40.356692,-76.552401,11932,279.5295881553671
17004,50.925,0.102,40.601046,-77.730437,5436,106.74521354933727
17006,74.363,0.221,40.335644,-77.492146,1096,14.738512432257977
17007,17.906,0.197,40.139031,-77.118466,6291,351.33474812911874
17009,1.502,0.014,40.636112,-77.565287,1682,1119.8402130492677
17011,13.081,0.628,40.23483,-76.928846,38642,2954.0555003440104
17013,39.189,0.396,40.241159,-77.183824,37738,962.9743040138815
17015,110.783,0.84,40.183404,-77.232115,24240,218.80613451522345
17017,25.251,9.291,40.627036,-76.899583,1572,62.254960199596056
17018,39.831,3.8,40.422061,-76.826124,3745,94.02224398081896
17019,63.813,0.115,40.094021,-77.022075,19294,302.3521852913983
17020,57.713,2.779,40.414171,-77.041503,8625,149.44639855838372
17021,54.932,0.011,40.330526,-77.668192,1008,18.349959950484234
17022,54.954,0.225,40.167037,-76.608892,32066,583.5062051897951
17023,20.518,0.0,40.581304,-76.811737,3681,179.40345062871626
17024,32.091,0.049,40.406934,-77.306825,1783,55.560749119690875
17025,14.983,0.054,40.294091,-76.974475,17463,1165.520923713542
17026,24.399,0.035,40.473584,-76.437196,3636,149.02250092216894
17028,27.384,0.139,40.402526,-76.675121,3331,121.64037394098743
17029,1.38,0.0,40.558017,-77.616997,254,184.05797101449278
17030,3.154,0.0,40.608291,-76.744193,514,162.96766011414078
17032,110.444,4.755,40.493937,-76.813511,7630,69.08478504943682
17033,27.386,0.192,40.269174,-76.628239,17009,621.0837654275907
17034,0.811,0.022,40.20861,-76.785533,2988,3684.3403205918617
17035,34.761,0.001,40.403786,-77.581315,828,23.819798049538274
17036,28.053,0.326,40.258186,-76.720181,22487,801.5898477881153
17037,22.398,0.039,40.432466,-77.427756,1140,50.897401553710154
17038,66.232,0.061,40.467818,-76.538201,8245,124.48665297741273
17040,53.251,0.335,40.296219,-77.340009,2494,46.834801224390155
17042,67.71,0.126,40.296378,-76.421124,39626,585.2311327721164
17043,2.064,0.002,40.247611,-76.900134,5832,2825.5813953488373
17044,95.385,1.348,40.582082,-77.590269,20526,215.1910677779525
17045,38.106,0.079,40.597093,-77.000928,3964,104.02561276439405
17046,38.885,0.142,40.381655,-76.429383,31701,815.2500964382153
17047,44.587,0.233,40.371068,-77.411986,3037,68.11402426716307
17048,33.743,0.007,40.582253,-76.691987,3801,112.64558575111874
17049,39.691,0.0,40.651715,-77.259458,3152,79.41346904839888
17050,34.987,0.786,40.247547,-77.030441,42547,1216.0802583816846
17051,91.117,1.313,40.459362,-77.764129,4402,48.31151157303247
17052,41.005,0.069,40.276899,-77.986339,1540,37.55639556151689
17053,29.08,0.015,40.32504,-77.026474,5109,175.68775790921597
17055,39.225,0.252,40.177673,-76.997703,41416,1055.8572339069472
17057,31.123,6.736,40.19435,-76.726246,23143,743.5979821996594
17058,41.955,0.0,40.501043,-77.548014,1609,38.35061375283041
17059,79.375,0.801,40.589128,-77.390558,7524,94.79055118110236
17060,20.148,0.007,40.512957,-77.860364,1182,58.66587254318046
17061,32.517,0.0,40.563855,-76.900146,6825,209.89021127410277
17062,82.49,0.962,40.546773,-77.187656,4093,49.61813553157959
17063,92.075,0.29,40.761026,-77.484947,3191,34.65653000271518
17064,1.912,0.022,40.241695,-76.475272,738,385.9832635983264
17065,15.02,0.198,40.070864,-77.232432,4043,269.17443408788284
17066,29.4,0.837,40.359304,-77.854619,5131,174.52380952380952
17067,47.113,0.078,40.390423,-76.315048,15985,339.2906416488018
17068,32.71,0.046,40.399137,-77.182346,4384,134.02629165392847
17070,14.595,0.059,40.199561,-76.854444,16891,1157.314148681055
17073,28.462,0.051,40.302838,-76.255161,6064,213.05600449722436
17074,64.488,1.508,40.479283,-77.148375,7075,109.7103337054956
17078,30.085,0.102,40.287647,-76.580858,23798,791.0254279541299
17080,0.493,0.0,40.640543,-76.802909,248,503.0425963488844
17082,56.847,0.729,40.495064,-77.44839,2985,52.50936724893134
17084,33.207,0.083,40.675663,-77.626501,4665,140.48242840364983
17086,36.792,0.043,40.690624,-77.122007,1996,54.25092411393781
17087,12.744,0.054,40.404009,-76.268426,2444,191.77652228499687
17088,1.654,0.0,40.300443,-76.295163,503,304.1112454655381
17090,32.328,0.261,40.318207,-77.181043,5342,165.24375154664685
17093,0.501,0.0,40.310323,-76.927888,752,1500.998003992016
17094,28.956,0.191,40.585896,-77.222303,2598,89.72233733941152
17098,9.316,0.0,40.589993,-76.630709,2521,270.6097037355088
17099,1.439,0.019,40.63673,-77.580106,1122,779.7081306462821
17101,0.521,0.581,40.258414,-76.89291,2678,5140.115163147792
17102,0.757,0.859,40.267798,-76.902414,8177,10801.849405548217
17103,1.888,0.0,40.274984,-76.863341,12774,6765.889830508475
17104,3.356,3.142,40.255017,-76.8672,19401,5780.989272943981
17109,6.97,0.0,40.289842,-76.824112,27422,3934.2898134863703
17110,14.951,4.472,40.323487,-76.888179,26401,1765.8350611999197
17111,18.365,0.025,40.270309,-76.780575,35818,1950.3403212632727
17112,69.583,0.008,40.373989,-76.770206,38970,560.0505870686806
17113,4.169,0.002,40.230191,-76.821173,11786,2827.056848165028
17201,19.123,0.021,39.96007,-77.657179,27575,1441.980860743607
17202,118.133,0.035,39.923181,-77.690468,32772,277.41613266403124
17211,28.351,0.026,39.754707,-78.414571,393,13.861944904941625
17212,37.017,0.023,39.812634,-78.064287,750,20.26096117999838
17213,38.772,0.004,40.261245,-77.764539,576,14.856081708449397
17214,3.793,0.0,39.748057,-77.470315,1162,306.35380964935405
17215,5.95,0.0,40.083767,-77.878633,121,20.33613445378151
17219,13.31,0.007,40.223951,-77.69282,444,33.35837716003005
17220,13.645,0.0,40.174575,-77.73861,398,29.168193477464275
17221,11.624,0.069,40.049215,-77.822162,496,42.67033723331039
17222,64.972,0.273,39.895936,-77.493897,10261,157.92956966077696
17223,15.517,0.004,40.064649,-77.941989,329,21.202552039698396
17224,39.589,0.061,39.979215,-77.884511,1731,43.72426684179949
17225,81.764,0.138,39.783506,-77.76287,20335,248.70358593023826
17228,32.218,0.0,39.995102,-78.098342,1113,34.545906015270965
17229,28.736,0.02,40.084004,-78.010139,1229,42.768652561247215
17233,78.673,0.313,39.975605,-77.98716,5103,64.86342201263457
17236,125.658,0.065,39.800185,-77.947396,8875,70.62821308631365
17237,2.457,0.0,39.837041,-77.540851,1672,680.5046805046806
17238,53.08,0.0,39.861119,-78.130033,1745,32.87490580256217
17240,48.599,0.194,40.150871,-77.579686,3154,64.89845470071401
17241,111.701,0.779,40.181041,-77.406793,11094,99.31871693180904
17243,60.059,0.0,40.28363,-77.815058,1156,19.247739722606106
17244,26.761,0.134,40.090333,-77.672277,2305,86.13280520159934
17252,30.495,0.005,39.912329,-77.82691,4290,140.67879980324642
17255,31.556,0.006,40.14924,-77.866728,1034,32.767144124730635
17257,115.173,0.279,40.055951,-77.496665,29116,252.8023060960468
17260,35.672,0.009,40.296045,-77.893701,1097,30.752410854451675
17262,19.044,0.0,40.127086,-77.767903,921,48.36168872085696
17264,58.106,0.0,40.179907,-77.993334,2299,39.56562145045262
17265,30.324,0.047,40.032178,-77.774993,307,10.123994196016357
17266,1.316,0.002,40.088568,-77.412933,455,345.74468085106383
17267,96.915,0.007,39.807955,-78.239657,2917,30.098539957694886
17268,77.765,0.016,39.774913,-77.575622,29096,374.1528965472899
17271,12.724,0.0,40.101875,-77.803623,486,38.195535994970136
17301,11.876,0.028,39.895227,-76.978982,4122,347.08656113169417
17302,40.296,0.137,39.81726,-76.41368,2641,65.54000397061743
17304,24.323,0.135,39.977245,-77.232742,3039,124.94346914443119
17306,0.244,0.0,39.983798,-77.249695,538,2204.9180327868853
17307,59.304,0.121,39.956679,-77.315185,5677,95.72710103871577
17309,22.768,0.0,39.87358,-76.448883,1953,85.7782853127196
17313,9.771,0.0,39.884759,-76.657175,11263,1152.6967557056596
17314,35.045,0.602,39.749243,-76.325673,6431,183.50691967470394
17315,58.115,0.56,40.013828,-76.868711,26434,454.8567495483094
17316,40.954,0.682,39.965466,-77.007959,8460,206.57322850026858
17318,1.068,0.009,40.020192,-76.726062,120,112.35955056179775
17319,16.798,0.006,40.160489,-76.793975,10990,654.244552922967
17320,57.013,0.162,39.770206,-77.387568,8103,142.12548015364916
17321,16.941,0.006,39.749675,-76.444345,2346,138.48060917301223
17322,39.453,0.0,39.855457,-76.535188,6292,159.48090132562794
17324,53.317,0.246,40.030395,-77.236846,4469,83.8194196972823
17325,125.976,0.686,39.826258,-77.227606,29857,237.00546135771893
17327,46.163,0.0,39.779298,-76.753816,8228,178.237982800078
17329,17.608,0.114,39.758637,-76.852508,3229,183.3825533848251
17331,74.416,1.313,39.791218,-76.980323,55374,744.1141689959148
17339,26.821,0.095,40.134907,-76.876143,6389,238.20886618694306
17340,39.386,0.081,39.755221,-77.116774,11403,289.51911846849134
17344,0.748,0.0,39.805321,-77.018879,3770,5040.106951871658
17345,12.007,0.319,40.072987,-76.727551,8106,675.1061880569667
17347,12.689,0.121,40.046858,-76.675341,6186,487.50886594688313
17349,21.093,0.009,39.745102,-76.65516,7938,376.3333807424264
17350,44.21,0.535,39.890029,-77.079262,13219,299.0047500565483
17352,13.355,0.0,39.761946,-76.500063,1397,104.60501684762261
17353,38.734,0.052,39.887165,-77.393094,2745,70.86797129137192
17356,33.434,0.0,39.898326,-76.583705,22457,671.6815218041515
17360,25.042,0.0,39.851962,-76.753723,6152,245.66727897132816
17361,3.049,0.0,39.766082,-76.676983,6262,2053.7881272548375
17362,49.077,1.434,39.847679,-76.868704,14020,285.6735334270636
17363,36.889,0.0,39.767342,-76.585001,8460,229.3366586245222
17364,17.374,0.0,39.92987,-76.900444,3963,228.09945896166687
17365,20.805,0.567,40.061392,-76.940309,2755,132.4200913242009
17366,11.315,0.015,39.93279,-76.556703,6350,561.2019443216969
17368,18.721,0.0,39.984559,-76.519611,6768,361.51914961807597
17370,13.237,0.239,40.118209,-76.782812,6970,526.5543552164388
17372,33.695,0.106,39.992447,-77.107953,3845,114.11188603650393
17401,1.486,0.044,39.958779,-76.733219,18102,12181.695827725438
17402,18.711,0.016,39.956996,-76.659977,37074,1981.4013147346482
